,lon,lat
0,-117.26782683438914,32.62460109529473
1,-117.16327335574579,32.62460109529473
2,-117.05871987710243,32.62460109529473
3,-116.95416639845908,32.62460109529473
4,-116.84961291981573,32.62460109529473
5,-116.74505944117237,32.62460109529473
6,-116.64050596252902,32.62460109529473
7,-116.53595248388567,32.62460109529473
8,-116.43139900524231,32.62460109529473
9,-116.32684552659896,32.62460109529473
10,-116.2222920479556,32.62460109529473
11,-116.11773856931225,32.62460109529473
12,-117.26782683438914,32.720365454216946
13,-117.16327335574579,32.720365454216946
14,-117.05871987710243,32.720365454216946
15,-116.95416639845908,32.720365454216946
16,-116.84961291981573,32.720365454216946
17,-116.74505944117237,32.720365454216946
18,-116.64050596252902,32.720365454216946
19,-116.53595248388567,32.720365454216946
20,-116.43139900524231,32.720365454216946
21,-116.32684552659896,32.720365454216946
22,-116.2222920479556,32.720365454216946
23,-116.11773856931225,32.720365454216946
24,-116.0131850906689,32.720365454216946
25,-115.90863161202554,32.720365454216946
26,-115.80407813338219,32.720365454216946
27,-115.69952465473884,32.720365454216946
28,-115.59497117609548,32.720365454216946
29,-115.49041769745213,32.720365454216946
30,-115.38586421880879,32.720365454216946
31,-115.28131074016542,32.720365454216946
32,-115.17675726152208,32.720365454216946
33,-115.07220378287873,32.720365454216946
34,-114.96765030423538,32.720365454216946
35,-114.86309682559202,32.720365454216946
36,-114.75854334694867,32.720365454216946
37,-118.52246857810937,32.816129813139156
38,-118.41791509946601,32.816129813139156
39,-118.31336162082266,32.816129813139156
40,-117.26782683438914,32.816129813139156
41,-117.16327335574579,32.816129813139156
42,-117.05871987710243,32.816129813139156
43,-116.95416639845908,32.816129813139156
44,-116.84961291981573,32.816129813139156
45,-116.74505944117237,32.816129813139156
46,-116.64050596252902,32.816129813139156
47,-116.53595248388567,32.816129813139156
48,-116.43139900524231,32.816129813139156
49,-116.32684552659896,32.816129813139156
50,-116.2222920479556,32.816129813139156
51,-116.11773856931225,32.816129813139156
52,-116.0131850906689,32.816129813139156
53,-115.90863161202554,32.816129813139156
54,-115.80407813338219,32.816129813139156
55,-115.69952465473884,32.816129813139156
56,-115.59497117609548,32.816129813139156
57,-115.49041769745213,32.816129813139156
58,-115.38586421880879,32.816129813139156
59,-115.28131074016542,32.816129813139156
60,-115.17675726152208,32.816129813139156
61,-115.07220378287873,32.816129813139156
62,-114.96765030423538,32.816129813139156
63,-114.86309682559202,32.816129813139156
64,-114.75854334694867,32.816129813139156
65,-114.65398986830532,32.816129813139156
66,-114.54943638966196,32.816129813139156
67,-118.52246857810937,32.91189417206137
68,-118.41791509946601,32.91189417206137
69,-117.26782683438914,32.91189417206137
70,-117.16327335574579,32.91189417206137
71,-117.05871987710243,32.91189417206137
72,-116.95416639845908,32.91189417206137
73,-116.84961291981573,32.91189417206137
74,-116.74505944117237,32.91189417206137
75,-116.64050596252902,32.91189417206137
76,-116.53595248388567,32.91189417206137
77,-116.43139900524231,32.91189417206137
78,-116.32684552659896,32.91189417206137
79,-116.2222920479556,32.91189417206137
80,-116.11773856931225,32.91189417206137
81,-116.0131850906689,32.91189417206137
82,-115.90863161202554,32.91189417206137
83,-115.80407813338219,32.91189417206137
84,-115.69952465473884,32.91189417206137
85,-115.59497117609548,32.91189417206137
86,-115.49041769745213,32.91189417206137
87,-115.38586421880879,32.91189417206137
88,-115.28131074016542,32.91189417206137
89,-115.17675726152208,32.91189417206137
90,-115.07220378287873,32.91189417206137
91,-114.96765030423538,32.91189417206137
92,-114.86309682559202,32.91189417206137
93,-114.75854334694867,32.91189417206137
94,-114.65398986830532,32.91189417206137
95,-114.54943638966196,32.91189417206137
96,-118.62702205675272,33.00765853098359
97,-118.52246857810937,33.00765853098359
98,-117.26782683438914,33.00765853098359
99,-117.16327335574579,33.00765853098359
100,-117.05871987710243,33.00765853098359
101,-116.95416639845908,33.00765853098359
102,-116.84961291981573,33.00765853098359
103,-116.74505944117237,33.00765853098359
104,-116.64050596252902,33.00765853098359
105,-116.53595248388567,33.00765853098359
106,-116.43139900524231,33.00765853098359
107,-116.32684552659896,33.00765853098359
108,-116.2222920479556,33.00765853098359
109,-116.11773856931225,33.00765853098359
110,-116.0131850906689,33.00765853098359
111,-115.90863161202554,33.00765853098359
112,-115.80407813338219,33.00765853098359
113,-115.69952465473884,33.00765853098359
114,-115.59497117609548,33.00765853098359
