,wind_mph,lat,lon
0,24.39,41.93095,-122.510081
1,23.80,41.754853,-122.365534
2,23.41,41.928894,-121.906809
3,23.08,41.756147,-122.659466
4,22.99,39.736308,-122.259338
6,22.89,39.491654,-122.26208
7,22.88,41.727044,-121.907369
8,22.86,41.487278,-120.912416
9,22.72,39.923446,-122.270806
10,22.53,41.6071,-122.545715
11,22.47,38.889651,-123.337821
12,22.44,41.238956,-121.03925
13,22.30,41.452711,-120.53846
14,22.09,41.135964,-120.840063
15,22.03,39.94026,-122.4892
16,22.02,39.884652,-122.586513
17,21.96,41.767323,-121.440546
18,21.92,41.118402,-121.207564
19,21.86,41.770116,-120.431104
20,21.83,40.021716,-122.127821
21,21.82,39.571982,-122.580827
22,21.78,39.722512,-122.004433
24,21.63,41.258361,-120.372343
25,21.63,41.05604,-121.020802
26,21.59,39.96332,-122.017242
27,21.58,40.045637,-122.184859
28,21.56,41.506276,-120.143106
29,21.54,41.89888,-122.888552
30,21.53,39.875599,-121.536315
31,21.47,41.006417,-121.480741
32,21.43,41.028176,-121.308316
33,21.43,41.314337,-122.380798
34,21.41,40.973657,-121.692399
35,21.39,41.209942,-122.307935
36,21.37,41.456579,-122.469367
37,21.36,40.894269,-121.50702
38,21.31,39.584807,-122.032297
40,21.18,39.884654,-121.586789
41,21.17,38.313448,-121.123886
42,21.15,39.891624,-121.841982
43,21.12,41.428284,-122.609441
44,21.10,40.103236,-122.074735
45,21.06,40.01945,-121.566635
46,21.04,39.015251,-123.370756
47,21.04,38.325248,-120.955787
49,21.01,41.70183,-120.134337
50,21.01,41.268682,-121.93094
51,20.94,40.338068,-121.47907
52,20.82,39.716846,-121.64618
53,20.77,38.399281,-121.210116
54,20.75,39.665539,-121.351955
55,20.72,41.609516,-122.963525
57,20.71,39.745628,-121.843834
58,20.69,39.593945,-121.581363
59,20.68,39.604713,-121.795288
60,20.65,38.436774,-120.857624
64,20.64,41.858844,-120.104998
65,20.59,38.19262,-120.95782
66,20.57,38.210353,-121.051256
67,20.55,36.597809,-116.827404
68,20.54,38.713421,-123.349777
69,20.53,39.68571,-121.844084
70,20.52,38.482619,-120.899472
71,20.50,41.544675,-122.934665
72,20.49,40.793535,-121.438607
73,20.48,39.294516,-122.201715
74,20.44,40.87908,-121.893264
75,20.44,39.398424,-122.060946
76,20.42,40.040955,-121.122652
77,20.42,40.39796,-121.298528
78,20.41,40.343242,-121.852205
79,20.39,38.161879,-121.149837
80,20.38,41.051216,-121.984492
81,20.37,38.274451,-121.259201
82,20.37,39.838288,-121.134235
83,20.35,40.006256,-121.158894
84,20.34,40.421637,-121.833052
85,20.33,41.022721,-120.523987
86,20.27,39.480221,-121.838454
87,20.24,40.370467,-121.606306
88,20.24,41.299883,-120.078511
89,20.24,38.426699,-120.825717
90,20.22,38.511992,-121.096261
91,20.19,41.740719,-123.077404
92,20.12,41.076875,-122.253652
93,20.09,38.501363,-123.170879
94,20.07,39.449794,-121.936372
95,20.03,38.228948,-120.856627
96,20.02,38.490508,-121.284171
97,20.02,34.912426,-115.342092
98,19.96,38.434483,-120.761659
99,19.92,40.663854,-121.46106
100,19.87,39.409686,-121.756653
101,19.87,38.83252,-123.472532
102,19.87,38.149816,-120.84667
103,19.85,38.193762,-120.875928
104,19.82,34.541483,-115.644609
105,19.82,38.815548,-121.280172
106,19.81,40.844643,-121.969849
107,19.79,38.200231,-121.235034
108,19.77,40.133728,-121.092693
109,19.76,36.007706,-116.178478
111,19.73,40.685336,-122.016069
112,19.72,38.489544,-121.323454
113,19.71,38.488809,-121.395843
114,19.70,38.791075,-121.234854
115,19.70,40.51087,-121.876112
116,19.69,38.722374,-120.978633
117,19.69,33.762149,-115.4661
118,19.68,34.141358,-115.621168
119,19.67,38.343033,-120.760921
120,19.64,34.112956,-114.633391
121,19.60,38.556129,-121.324257
122,19.60,38.855811,-121.182313
123,19.59,38.747526,-121.180092
124,19.58,38.5447,-120.7405
125,19.58,38.549228,-121.278598
126,19.51,38.78207,-121.373155
127,19.49,38.809175,-121.171375
128,19.48,38.612129,-120.964522
129,19.48,39.824803,-123.179609
130,19.44,40.654093,-121.822848
131,19.44,38.881183,-121.169014
132,19.44,39.940063,-120.891328
133,19.43,40.060074,-120.907922
135,19.40,36.20506,-121.010363
137,19.38,38.427507,-121.314899
138,19.31,39.435211,-121.551925
139,19.30,39.266469,-121.978604
140,19.29,39.339264,-121.770785
142,19.28,38.516474,-120.688517
143,19.27,38.474099,-121.443454
144,19.27,40.270731,-121.039461
146,19.26,39.105127,-122.283003
147,19.24,41.399483,-123.068855
148,19.22,40.18189,-122.377104
149,19.21,38.628217,-123.160834
150,19.21,38.543754,-121.377692
151,19.20,38.685087,-121.063769
152,19.19,35.848621,-120.938911
153,19.19,35.900961,-116.186357
154,19.18,39.548599,-121.192105
155,19.16,38.603602,-120.85703
156,19.15,38.02973,-121.02389
157,19.15,40.580119,-122.041403
158,19.15,38.76407,-121.287523
159,19.10,38.715463,-121.363422
160,19.08,38.741074,-121.247693
161,19.07,38.40065,-120.648462
162,19.04,35.989792,-121.055933
163,19.04,38.80129,-121.037936
166,19.00,38.517585,-121.440739
167,19.00,40.704869,-122.120038
168,18.99,38.62415,-121.324911
169,18.98,40.914751,-120.402175
171,18.94,38.584047,-121.375846
172,18.94,34.163216,-114.319121
173,18.94,40.183681,-123.745046
174,18.93,39.47536,-121.41411
175,18.93,40.9332,-122.382788
176,18.90,36.133362,-120.928512
177,18.89,38.534879,-121.444372
178,18.88,38.922812,-121.312005
179,18.87,35.889811,-120.06859
181,18.85,39.259022,-121.776826
182,18.85,39.679398,-120.998619
183,18.82,39.302035,-122.51116
184,18.82,38.478832,-120.611993
185,18.81,35.332155,-116.038586
186,18.81,38.524077,-122.968774
187,18.81,38.652065,-121.25441
188,18.81,38.427813,-121.444696
189,18.80,38.000494,-120.898152
190,18.80,39.516314,-121.250935
191,18.77,38.550547,-121.456373
192,18.77,38.569828,-121.440067
193,18.76,38.189115,-120.638708
194,18.75,38.995557,-121.353545
195,18.74,40.174567,-120.819768
196,18.72,38.689174,-121.218435
197,18.72,36.085423,-120.818522
198,18.71,38.11649,-122.930351
199,18.69,38.577783,-121.201788
200,18.68,38.512787,-121.493618
201,18.68,38.694908,-121.271772
202,18.67,38.662983,-121.401113
203,18.66,34.273755,-114.196525
204,18.64,40.294713,-123.653473
205,18.62,38.44705,-121.496114
207,18.61,38.571577,-121.466465
208,18.60,38.695704,-121.308303
209,18.59,38.421934,-123.063911
210,18.59,38.625693,-121.384916
211,18.59,38.954159,-121.48187
212,18.58,39.046931,-121.403091
213,18.57,38.666597,-121.141635
215,18.57,38.299257,-120.626707
216,18.57,38.604268,-121.280327
217,18.55,35.886767,-120.608661
219,18.52,40.202543,-123.228609
220,18.52,40.164393,-120.380042
221,18.51,38.355338,-120.594018
223,18.50,35.118772,-118.493811
224,18.50,38.17857,-122.88319
225,18.50,38.493966,-121.529188
226,18.50,38.114388,-121.144658
227,18.49,38.58323,-121.478101
228,18.48,38.743039,-123.476418
229,18.48,38.461425,-123.047186
230,18.47,38.686809,-121.349146
231,18.47,38.527164,-123.007892
232,18.45,34.894366,-114.640335
234,18.44,38.591897,-121.408467
235,18.42,37.891866,-118.554569
309,18.42,35.221906,-118.582566
311,18.41,38.580568,-121.49559
312,18.41,38.442011,-122.23832
313,18.40,38.138539,-120.452903
314,18.39,35.112617,-118.832292
315,18.37,40.551757,-120.675673
316,18.37,39.48834,-121.066908
318,18.36,38.554487,-121.497058
319,18.35,38.227003,-120.514561
320,18.35,38.678545,-121.379969
321,18.35,36.525703,-120.952122
322,18.35,40.141856,-123.681921
323,18.31,40.055796,-123.969269
324,18.30,38.605407,-121.447593
325,18.29,38.689241,-121.459014
326,18.27,41.326646,-122.773654
327,18.25,36.04719,-119.990217
328,18.25,40.296745,-120.499838
329,18.25,37.492115,-118.390408
330,18.23,38.66037,-121.347394
331,18.20,40.077912,-120.707315
332,18.20,38.409878,-122.361511
333,18.19,35.16319,-119.046322
334,18.19,39.449004,-121.330521
335,18.18,39.172726,-121.805819
336,18.18,38.994187,-121.594591
337,18.17,40.751937,-122.230678
338,18.14,39.484108,-121.192649
339,18.13,38.474137,-123.024203
340,18.11,38.619049,-121.517552
341,18.11,35.34042,-115.426224
342,18.11,38.645723,-121.445254
343,18.09,39.040305,-121.560484
344,18.07,38.884891,-121.778654
345,18.04,38.918887,-123.605684
346,18.03,38.733145,-121.468174
348,18.01,40.168801,-123.826148
349,17.98,40.728194,-120.39628
350,17.98,38.344888,-121.431231
351,17.97,38.161669,-120.368144
352,17.97,39.72093,-123.300262
353,17.96,38.542448,-122.419923
354,17.95,38.833555,-121.498099
355,17.93,38.99003,-121.114408
358,17.90,38.462142,-123.018384
359,17.89,38.458864,-122.428831
360,17.89,35.24512,-118.9411
361,17.88,38.231547,-122.928226
362,17.85,38.896313,-122.365365
363,17.84,34.712216,-120.230146
364,17.81,34.782699,-116.190564
366,17.79,35.339702,-119.023451
367,17.79,38.425523,-122.53521
368,17.78,38.823058,-123.063891
369,17.78,34.610436,-120.219523
370,17.76,41.92416,-123.260782
371,17.75,40.533462,-120.235356
372,17.74,39.432882,-121.261143
374,17.74,40.603066,-122.186657
375,17.72,39.301229,-121.337929
376,17.71,35.192404,-119.175866
377,17.69,37.90723,-120.688307
378,17.69,38.915869,-121.080284
379,17.67,38.936137,-123.119445
380,17.66,34.595669,-120.352667
381,17.65,38.680605,-120.814261
382,17.62,38.81782,-120.929272
383,17.62,39.223939,-121.49405
384,17.62,39.106099,-121.36818
385,17.61,40.358768,-120.408154
386,17.60,40.123177,-123.446279
387,17.55,38.072109,-120.631346
388,17.55,37.548799,-118.839818
389,17.55,36.197785,-120.422249
390,17.55,38.173556,-121.312247
391,17.53,40.080405,-123.783948
392,17.53,36.038868,-121.244009
393,17.51,38.84223,-121.572164
398,17.48,38.886238,-120.979699
399,17.48,33.255655,-119.503588
400,17.46,39.009801,-121.034707
401,17.45,38.078402,-120.443443
402,17.43,39.403217,-121.034486
403,17.43,39.805588,-120.665978
404,17.42,38.593521,-121.539867
405,17.42,39.016702,-122.062143
406,17.42,35.389749,-118.985186
407,17.42,38.706906,-122.393997
409,17.40,38.085839,-120.37855
410,17.40,38.371538,-122.487307
411,17.40,40.676564,-122.380909
422,17.39,38.348343,-122.517056
424,17.36,38.503685,-122.754057
425,17.36,37.825598,-121.005157
426,17.35,38.38903,-121.500428
429,17.34,38.493179,-122.777546
430,17.34,37.762766,-121.125277
431,17.33,39.344757,-121.264517
432,17.31,39.043447,-121.918099
433,17.30,35.384336,-119.020562
434,17.30,38.549422,-122.476382
435,17.29,40.458029,-122.27783
437,17.26,38.408571,-122.022775
438,17.26,35.403611,-118.756525
440,17.24,39.176595,-121.291692
441,17.24,39.09923,-121.138848
444,17.22,38.528079,-122.821349
446,17.19,35.254701,-118.912678
447,17.19,35.342891,-119.064803
449,17.17,38.437114,-122.665993
451,17.16,39.082497,-121.680114
452,17.16,39.736644,-120.543744
453,17.16,37.750502,-121.749055
455,17.15,38.592309,-120.584657
456,17.15,39.379346,-121.19231
457,17.15,35.385111,-118.491168
458,17.15,38.318624,-121.554752
459,17.14,40.601778,-122.454973
460,17.13,37.988074,-119.114386
461,17.12,38.635653,-121.518416
462,17.12,40.527834,-122.318749
463,17.12,40.336387,-122.448511
464,17.09,39.495266,-120.943811
466,17.08,38.25242,-122.962717
467,17.08,37.648104,-121.849965
468,17.07,38.734925,-120.789952
469,17.07,40.523099,-124.326421
470,17.07,39.135023,-123.259338
471,17.06,37.792682,-121.86059
472,17.06,38.317709,-120.461112
473,17.06,41.687905,-123.483269
474,17.06,39.825228,-120.477053
475,17.06,38.449137,-122.793752
476,17.06,36.191268,-120.090097
478,17.05,40.142933,-120.159007
480,17.02,33.736458,-114.687973
481,17.02,38.344946,-122.948799
482,17.02,38.234553,-122.760385
483,17.01,38.384706,-121.578722
484,17.00,38.045857,-122.861209
485,17.00,38.910748,-120.908621
486,17.00,38.568866,-122.079781
487,16.99,38.049939,-121.23297
488,16.99,35.299176,-119.358368
489,16.97,36.588003,-121.398912
490,16.96,38.249428,-122.466627
491,16.95,33.292095,-115.844166
492,16.94,38.339402,-123.034599
493,16.93,37.815507,-119.095647
494,16.92,34.624395,-120.137875
495,16.91,35.621706,-119.887939
496,16.91,40.781633,-122.584149
497,16.91,37.845601,-121.950612
498,16.90,35.468183,-118.779649
499,16.90,37.809677,-121.913141
500,16.89,40.019715,-120.099183
501,16.89,38.985882,-120.978665
502,16.88,37.984549,-120.349264
503,16.88,38.840217,-120.829757
504,16.88,38.750132,-120.675412
505,16.88,40.471076,-122.660955
506,16.87,39.491126,-120.817232
507,16.86,38.525733,-122.690443
508,16.86,38.576618,-122.444388
509,16.85,35.652911,-120.266428
511,16.84,38.244839,-122.135861
512,16.84,38.468829,-122.580724
513,16.84,38.731694,-122.906767
516,16.82,33.294274,-115.296227
517,16.81,40.296412,-123.777178
518,16.79,41.77186,-123.327375
520,16.78,39.007213,-122.86951
521,16.77,38.670649,-121.525983
522,16.77,38.379703,-120.448
523,16.77,39.060921,-121.827155
524,16.76,35.393478,-119.12046
525,16.76,34.866894,-118.339832
526,16.76,37.673944,-121.517227
528,16.73,38.419902,-120.474458
529,16.71,41.034706,-122.791321
530,16.70,37.290563,-119.548406
531,16.69,38.358121,-121.911547
532,16.67,36.52587,-121.396735
533,16.66,39.605383,-120.811013
534,16.66,40.345753,-120.081154
535,16.64,38.137068,-121.384546
536,16.61,38.622985,-122.889121
537,16.61,38.693765,-121.598941
538,16.60,38.936904,-120.772283
539,16.59,38.231324,-120.322688
540,16.58,37.762174,-121.915788
541,16.58,36.389618,-121.343146
543,16.58,37.890217,-121.878354
544,16.58,35.067111,-118.184941
545,16.57,38.621278,-120.383217
546,16.56,33.172881,-115.553769
547,16.56,37.826372,-121.622546
549,16.54,37.715245,-121.9147
551,16.52,38.627951,-121.593287
552,16.52,38.834145,-122.236936
553,16.52,37.718023,-121.032714
554,16.52,37.182359,-119.64145
555,16.52,40.391542,-122.937883
556,16.51,39.602711,-120.63615
557,16.50,39.064446,-122.626701
558,16.50,38.046863,-121.352802
559,16.50,34.966867,-119.810433
560,16.50,36.492478,-120.355526
561,16.50,37.768218,-121.609509
562,16.49,38.287346,-122.968556
563,16.47,38.634822,-122.615051
564,16.47,38.333133,-121.920151
565,16.45,38.245724,-122.313405
566,16.44,37.61074,-121.24733
568,16.44,39.390917,-123.052841
569,16.44,38.973012,-122.623922
570,16.42,40.244215,-123.888871
571,16.42,37.830267,-121.20102
572,16.42,37.588918,-120.855236
573,16.41,39.78927,-120.357278
575,16.41,39.045931,-122.941077
576,16.40,37.949421,-121.157283
577,16.40,41.186066,-123.181796
578,16.39,39.224354,-121.151625
579,16.39,37.729282,-120.942905
580,16.39,37.672906,-120.946594
581,16.38,36.450225,-119.934478
582,16.38,37.672536,-120.887136
583,16.38,36.779046,-121.142439
584,16.38,39.215586,-121.20324
585,16.38,37.453514,-122.204756
587,16.37,38.97664,-123.604802
588,16.37,37.72272,-122.021552
590,16.37,39.641871,-120.445265
591,16.37,39.96327,-123.775737
592,16.36,34.229973,-116.055053
593,16.36,38.885244,-121.999039
594,16.36,37.743039,-121.23838
595,16.36,38.280745,-122.00638
597,16.35,35.393866,-119.244846
599,16.34,38.543211,-121.6815
602,16.34,37.63929,-120.903049
604,16.34,34.74739,-118.369249
605,16.34,37.787236,-120.759202
606,16.34,37.713269,-121.085404
607,16.33,32.990121,-115.358757
608,16.33,37.393471,-119.741037
609,16.32,37.808915,-121.312639
610,16.32,36.378434,-120.116591
611,16.32,37.57459,-121.853708
612,16.32,32.881449,-115.675459
613,16.32,38.882973,-122.53272
614,16.32,34.604105,-118.239213
615,16.32,37.639029,-120.964772
616,16.32,40.619998,-122.643642
617,16.31,38.800349,-120.503871
618,16.30,37.114335,-122.237162
619,16.30,39.347811,-120.918728
620,16.30,38.523861,-120.376629
621,16.30,39.038809,-120.97753
622,16.30,35.621087,-118.789677
623,16.30,38.698614,-121.699262
624,16.29,33.051757,-115.608752
625,16.29,38.486817,-122.90562
626,16.29,34.831792,-120.433509
627,16.29,37.350421,-121.852585
628,16.28,37.371606,-121.860844
629,16.27,34.923013,-120.259463
630,16.26,39.225478,-122.922912
631,16.25,37.377787,-119.632385
632,16.25,41.452689,-123.464813
633,16.24,32.770197,-115.59859
634,16.24,36.442077,-119.727734
635,16.23,39.529719,-120.454168
636,16.23,38.756184,-122.195438
637,16.21,37.209821,-119.749802
638,16.21,37.991289,-120.262791
639,16.21,39.128363,-122.849302
641,16.19,37.75512,-121.972699
642,16.19,38.840282,-120.150225
643,16.18,37.553376,-120.714055
644,16.17,37.671978,-121.007405
645,16.17,37.528476,-120.853313
646,16.17,36.29223,-119.622676
648,16.16,38.398815,-122.861923
650,16.15,38.282221,-121.924715
652,16.14,37.87168,-121.597066
653,16.13,37.387111,-121.897417
654,16.13,36.145394,-119.867288
655,16.13,37.554269,-120.951523
656,16.13,38.3933,-122.745048
657,16.13,37.623601,-120.996324
658,16.12,34.689848,-118.533689
659,16.12,37.424565,-121.748597
660,16.11,37.519349,-121.296545
661,16.11,38.08973,-122.277394
662,16.11,38.235014,-122.557332
666,16.10,40.546631,-122.880891
667,16.10,39.184728,-122.969574
668,16.10,37.516907,-121.911763
669,16.10,39.342544,-120.770868
670,16.10,39.081822,-123.504872
671,16.09,37.612612,-121.108568
672,16.07,37.939765,-120.188046
673,16.06,38.030177,-121.297912
674,16.05,36.313344,-119.708452
676,16.05,37.814613,-121.990552
677,16.04,35.492805,-119.286861
678,16.03,37.918854,-121.417427
680,16.03,33.543835,-115.993906
681,16.03,35.162393,-119.425116
682,16.02,35.662509,-120.749865
683,16.01,37.344482,-121.883535
684,16.01,37.864258,-120.004543
685,16.01,36.474404,-120.061497
686,16.01,38.186532,-122.264069
688,16.00,37.558453,-120.90988
689,16.00,38.002125,-121.324979
690,15.99,39.054011,-122.751253
691,15.99,38.433216,-122.869001
695,15.98,37.444123,-122.149911
696,15.97,37.452895,-121.229974
697,15.97,38.808264,-122.539952
698,15.96,41.324926,-123.600968
699,15.96,38.816357,-121.91077
700,15.96,34.479453,-120.084094
701,15.95,37.72222,-122.484077
702,15.95,37.45788,-122.115158
703,15.95,38.157794,-121.520223
704,15.95,39.492842,-123.340973
705,15.93,37.346512,-121.909803
706,15.93,36.29227,-119.829463
707,15.93,37.371091,-121.800752
709,15.93,37.068068,-120.843579
710,15.93,37.861625,-120.480322
711,15.92,37.295056,-121.89144
714,15.91,37.494877,-119.64428
716,15.91,37.418256,-122.170871
717,15.91,37.653372,-119.784117
718,15.90,37.335987,-121.777603
719,15.90,38.76661,-120.223931
720,15.90,38.697634,-121.977571
721,15.89,37.925763,-121.528026
722,15.89,36.862209,-119.760793
724,15.89,37.224696,-119.470738
725,15.88,36.905389,-119.748632
726,15.88,37.469453,-122.411841
728,15.88,34.653533,-120.007153
730,15.87,37.344149,-119.422139
731,15.86,37.626489,-119.68128
732,15.86,40.459048,-123.673177
733,15.85,37.333694,-121.891002
734,15.84,36.814864,-119.710596
761,15.84,37.444349,-121.868859
762,15.83,38.830371,-122.126946
764,15.83,34.710034,-119.243808
765,15.83,37.374707,-122.181698
766,15.83,34.737964,-120.543739
767,15.83,37.043286,-119.691306
768,15.82,41.092825,-123.675802
769,15.82,37.608303,-120.685156
770,15.82,38.11276,-120.225746
771,15.81,37.671103,-121.406559
772,15.81,37.519986,-121.575596
773,15.81,37.681264,-122.480589
774,15.79,36.984885,-119.873914
775,15.79,37.659883,-122.037142
776,15.78,38.732368,-121.810263
777,15.78,34.842425,-119.203723
778,15.78,37.326791,-121.916745
781,15.77,37.304151,-121.809869
782,15.76,37.413691,-122.295343
784,15.76,36.840813,-119.799812
785,15.76,38.922131,-122.789559
788,15.74,37.415727,-122.130762
789,15.73,36.793661,-119.761461
790,15.72,37.457524,-122.176542
791,15.72,38.412615,-121.756222
792,15.72,37.431392,-121.051294
793,15.72,37.393503,-121.620009
794,15.72,39.196387,-120.972289
795,15.71,38.734513,-122.025346
796,15.71,41.241807,-123.913425
797,15.71,38.762986,-120.087069
798,15.71,37.348723,-121.937557
799,15.71,38.324133,-122.714633
800,15.71,33.345027,-114.915942
801,15.71,37.461147,-122.236948
802,15.71,37.570508,-121.98125
803,15.71,36.822349,-119.760243
804,15.71,38.024885,-122.759933
805,15.70,39.806096,-123.516147
806,15.69,36.448672,-121.849502
807,15.69,36.526597,-119.864103
808,15.69,35.518295,-118.430032
809,15.69,36.76886,-119.762393
810,15.68,37.283111,-121.826245
811,15.68,37.357489,-122.144437
813,15.67,37.97925,-121.313409
815,15.66,39.053461,-120.795632
816,15.65,37.523602,-122.34492
817,15.65,37.474396,-120.875917
818,15.65,38.320861,-122.646138
819,15.65,37.973736,-121.319246
820,15.64,37.248335,-119.944935
821,15.64,32.817225,-115.700076
822,15.63,36.799054,-119.801608
823,15.63,34.713292,-118.15292
824,15.63,37.315977,-121.936319
825,15.63,37.328684,-121.835269
827,15.62,37.4219,-120.769283
828,15.61,39.161278,-122.745312
829,15.61,32.725583,-115.47268
830,15.61,37.203158,-119.249243
831,15.60,37.538449,-122.305447
832,15.60,38.192498,-121.927529
833,15.60,38.34642,-122.694127
840,15.59,38.140366,-121.589783
844,15.58,38.051726,-121.483036
845,15.56,39.319332,-120.399379
846,15.55,39.808651,-120.205672
847,15.55,37.952452,-121.329655
848,15.55,37.22358,-119.000834
851,15.54,36.793477,-119.956818
852,15.54,37.244238,-121.831604
853,15.53,39.639597,-120.247144
854,15.53,36.47583,-117.860116
855,15.53,37.667405,-120.629404
857,15.52,36.803197,-120.018564
858,15.52,37.376828,-122.209796
859,15.52,36.825296,-119.68019
860,15.51,36.799361,-119.874794
861,15.51,38.752774,-122.557196
862,15.50,37.043434,-120.033693
863,15.50,37.171267,-122.149524
864,15.50,38.258394,-119.783024
865,15.49,37.414028,-122.070679
866,15.49,37.38852,-122.075726
867,15.48,37.351157,-121.952295
868,15.48,40.298264,-124.243071
869,15.47,37.380566,-122.085293
873,15.46,36.672683,-120.446521
874,15.46,39.753579,-120.054995
875,15.46,38.997166,-120.129625
876,15.46,36.212203,-117.948532
877,15.45,32.891546,-114.772943
881,15.45,37.371647,-122.023134
882,15.44,38.199576,-121.618273
883,15.44,39.31403,-123.249924
884,15.44,34.95934,-120.490081
885,15.43,36.72725,-120.123426
886,15.43,37.426377,-121.950977
887,15.43,37.393491,-121.96467
888,15.43,37.284529,-121.658321
890,15.42,38.18735,-122.224074
891,15.42,35.538809,-120.739893
892,15.42,37.269128,-121.850992
893,15.41,39.243304,-120.071406
894,15.41,37.412402,-122.015605
895,15.41,38.620964,-119.505184
896,15.41,35.335636,-119.758248
897,15.40,38.098071,-122.13594
898,15.40,37.279173,-121.95534
899,15.39,37.131989,-118.15588
900,15.39,37.438672,-122.011582
903,15.39,40.280389,-124.06367
904,15.37,37.166199,-121.024432
905,15.37,38.687045,-121.857077
906,15.36,39.24905,-120.060428
907,15.35,37.501368,-121.956753
908,15.34,32.777241,-115.127641
909,15.34,36.316298,-117.592333
910,15.34,35.665082,-119.197958
911,15.34,36.834289,-119.83335
912,15.34,33.460512,-116.084589
913,15.34,36.918079,-120.185933
914,15.34,37.34864,-121.984373
915,15.33,38.281108,-119.384449
916,15.33,37.020043,-120.625404
917,15.32,36.917573,-119.593481
918,15.32,39.200502,-120.840726
919,15.32,35.16374,-117.886527
920,15.32,37.988451,-122.013001
922,15.31,39.313089,-120.207783
925,15.30,37.514352,-122.298896
926,15.30,36.814503,-120.57524
927,15.30,37.496466,-122.272565
928,15.29,37.036461,-122.12175
929,15.29,35.26146,-116.690324
932,15.28,37.603155,-122.018638
933,15.28,34.899991,-116.654532
934,15.28,36.757294,-119.818488
935,15.27,38.029069,-122.726523
936,15.27,38.082829,-122.671527
937,15.27,36.650275,-120.284085
938,15.27,38.843738,-120.072674
939,15.27,38.112166,-122.634384
940,15.27,37.737191,-121.433384
941,15.26,37.224914,-121.764075
942,15.26,37.351529,-122.036959
943,15.26,35.617546,-118.452285
944,15.26,39.483479,-120.037661
946,15.25,35.294349,-117.925785
947,15.25,38.124887,-120.093146
948,15.25,37.956012,-121.956194
949,15.25,38.065529,-120.170699
950,15.24,40.738391,-122.821086
951,15.24,38.833425,-122.734061
952,15.24,39.311704,-120.328125
953,15.23,37.246623,-121.733833
954,15.23,38.240419,-121.587535
955,15.23,39.144526,-120.852575
956,15.23,37.531889,-120.437413
957,15.22,36.786671,-119.828335
958,15.21,37.388556,-122.017732
959,15.21,38.554133,-121.798467
961,15.20,34.957206,-117.827391
962,15.20,36.902045,-121.350783
963,15.20,37.493297,-122.195535
964,15.19,38.689261,-120.054975
965,15.19,40.588772,-123.434201
966,15.18,37.873793,-121.290146
967,15.18,38.869825,-120.008594
968,15.18,35.486805,-120.485271
969,15.18,39.269964,-120.677611
970,15.17,37.352234,-122.094399
971,15.17,37.277121,-121.986133
972,15.17,34.867662,-120.539904
974,15.16,38.103234,-122.249096
975,15.15,37.745399,-122.486065
976,15.14,38.028939,-121.640521
977,15.13,37.230327,-121.785227
978,15.13,39.232027,-120.096413
979,15.13,37.25552,-121.889995
980,15.13,35.757886,-118.988161
981,15.13,37.41467,-120.586787
982,15.13,36.627211,-119.731888
983,15.13,37.889098,-122.037553
984,15.12,32.687552,-115.541028
986,15.11,40.377299,-123.854169
987,15.11,37.899936,-121.999244
988,15.11,35.228199,-119.569304
989,15.11,36.960108,-120.64806
990,15.10,37.222759,-121.983272
991,15.10,37.311181,-121.96187
992,15.09,37.256765,-121.922762
993,15.09,37.470288,-120.671083
994,15.08,37.914513,-122.64689
995,15.08,36.652065,-119.906591
996,15.08,37.421071,-120.652983
997,15.07,37.325955,-121.193383
998,15.07,36.415603,-121.637651
999,15.07,39.254453,-120.022185
1000,15.07,38.433968,-119.968436
1001,15.07,40.525724,-123.193917
1002,15.06,36.595012,-119.904577
1003,15.05,39.226549,-120.767022
1004,15.05,37.964578,-121.259841
1005,15.04,39.198047,-120.237787
1006,15.04,37.965765,-121.775818
1007,15.04,37.73622,-122.459338
1008,15.03,36.585446,-120.173897
1009,15.03,39.111833,-120.877969
1010,15.02,35.463544,-120.692911
1011,15.02,34.931987,-117.907127
1012,15.02,38.014576,-121.906255
1013,15.02,37.922228,-121.668359
1015,15.01,37.996501,-121.812301
1016,15.00,37.897665,-122.563172
1017,14.99,38.148862,-121.737696
1018,14.99,39.148285,-120.170923
1019,14.99,37.129364,-119.219563
1020,14.99,35.592099,-118.297698
1021,14.99,38.425282,-119.475743
1022,14.98,35.746484,-121.223355
1023,14.98,37.943087,-122.72379
1024,14.98,37.666587,-120.411517
1025,14.97,38.122869,-122.196863
1026,14.97,36.999336,-119.518794
1027,14.96,37.995285,-122.040627
1028,14.96,35.303925,-120.256566
1029,14.96,37.63382,-122.0572
1030,14.96,32.785826,-114.545506
1031,14.96,37.993936,-121.691139
1032,14.94,40.322772,-123.920622
1033,14.93,34.450906,-118.227614
1037,14.93,37.260499,-122.046165
1038,14.92,38.186595,-120.026235
1043,14.90,36.478239,-119.52137
1044,14.90,37.392287,-120.498299
1081,14.89,36.749661,-119.787685
1082,14.88,37.215362,-121.741521
1083,14.88,36.825745,-121.518587
1084,14.88,37.959736,-121.288287
1085,14.87,38.013719,-122.67012
1086,14.87,37.394536,-120.890747
1087,14.87,37.714509,-122.079542
1088,14.87,36.732891,-119.783739
1089,14.86,37.673945,-122.084821
1090,14.86,37.850411,-122.021124
1091,14.84,37.242232,-120.240442
1092,14.84,37.305742,-122.000927
1094,14.83,37.583767,-119.976728
1095,14.82,34.919894,-120.604969
1101,14.80,36.739194,-119.753933
