,wind_mph,lat,lon
2323,8.90,33.988505,-118.336358
2328,8.90,33.170775,-117.158676
2330,8.89,33.72524,-118.051579
2331,8.89,33.201242,-117.296984
2332,8.89,33.66205,-117.968459
2336,8.85,33.873215,-118.37036
2337,8.85,33.88856,-118.351813
2338,8.84,33.164374,-117.24027
2339,8.84,33.970343,-118.171368
2340,8.82,33.254619,-117.283341
2341,8.82,33.953617,-118.308428
2342,8.81,34.421964,-119.593483
2343,8.81,34.045405,-118.240454
2345,8.78,33.914775,-118.348083
2347,8.77,33.1585,-117.277163
2348,8.77,33.011833,-117.132686
2349,8.77,33.74212,-118.312878
2350,8.76,33.716666,-118.076906
2351,8.75,33.794348,-118.116391
2352,8.74,32.573755,-117.120872
2354,8.72,33.830006,-118.387124
2355,8.71,32.765244,-117.200391
2356,8.69,34.002719,-118.287487
2357,8.66,32.721919,-116.788204
2360,8.64,33.974027,-118.249509
2361,8.63,34.029036,-118.23787
2362,8.61,33.117154,-117.180627
2366,8.60,33.726516,-118.090327
2369,8.56,33.780065,-118.372454
2381,8.55,37.8088,-122.269196
2382,8.54,33.753155,-118.367963
2383,8.54,32.806794,-117.13493
2388,8.48,33.964131,-118.272783
2390,8.48,34.043146,-118.251746
2391,8.47,34.040587,-118.255404
2392,8.43,37.834403,-122.264368
2393,8.43,33.949099,-118.246737
2394,8.43,33.952725,-118.291904
2395,8.43,33.884696,-118.329998
2396,8.42,33.778436,-118.118648
2397,8.42,37.807215,-122.301497
2398,8.42,33.840398,-118.353715
2399,8.41,32.908449,-117.14138
2400,8.41,32.553021,-117.042454
2401,8.40,33.390477,-117.209427
2402,8.39,34.448024,-119.616984
2403,8.38,33.90139,-118.315697
2404,8.38,33.867257,-118.330794
2405,8.34,33.849034,-118.147902
2406,8.32,33.926262,-118.249883
2407,8.32,34.00709,-118.258681
2408,8.28,32.88607,-117.085982
2410,8.28,37.865183,-122.238209
2412,8.25,32.96692,-117.126158
2413,8.21,37.836844,-122.289143
2414,8.19,34.446201,-119.762794
2415,8.19,33.756289,-118.130636
2416,8.18,32.776012,-116.880634
2417,8.13,33.944159,-118.192761
2418,8.10,33.890853,-118.297967
2419,8.09,32.774046,-117.142454
2420,8.09,33.92128,-118.274186
2421,8.07,33.09547,-117.243882
2423,8.03,37.942798,-122.322923
2424,8.01,33.343438,-117.31725
2426,7.99,32.823766,-117.092378
2427,7.97,33.898883,-118.166629
2430,7.93,33.387723,-117.444758
2431,7.93,37.916555,-122.341233
2432,7.90,32.623185,-116.949053
2433,7.89,33.771616,-118.143631
2434,7.88,33.781686,-118.148365
2435,7.86,32.608185,-117.054512
2436,7.83,33.807882,-118.347957
2437,7.82,33.923533,-118.200705
2438,7.80,33.056022,-117.2599
2440,7.76,33.020908,-117.190346
2441,7.74,32.557022,-117.006214
2442,7.74,37.866536,-122.257996
2443,7.74,32.861727,-117.171224
2444,7.69,32.637868,-117.058031
2451,7.68,32.852358,-116.987842
2452,7.67,37.873832,-122.254944
2453,7.67,32.739055,-117.245404
2454,7.66,33.731442,-118.278869
2455,7.64,32.724154,-116.940093
2456,7.63,33.912246,-118.236773
2458,7.60,37.863911,-122.275643
2459,7.57,32.619459,-116.98582
2460,7.54,33.878432,-118.284104
2461,7.53,33.864617,-118.180567
2464,7.50,33.885624,-118.205918
2465,7.48,33.833744,-118.314022
2466,7.48,32.945791,-117.214366
2467,7.48,37.865777,-122.286321
2472,7.40,32.795508,-116.969747
2473,7.40,37.879234,-122.266839
2477,7.33,37.921561,-122.298337
2478,7.30,33.793809,-118.31717
2479,7.29,32.899592,-117.201203
2480,7.28,32.817888,-117.031956
2482,7.25,37.863914,-122.306465
2483,7.25,32.710818,-117.237613
2484,7.24,32.674004,-116.943932
2485,7.19,32.72488,-117.219962
2486,7.19,33.8629,-118.251318
2487,7.17,33.859171,-118.252272
2488,7.10,32.794714,-117.071764
2489,7.10,33.015927,-117.243517
2490,7.07,32.759333,-116.997247
2493,7.04,32.747415,-117.166883
2494,7.03,33.833181,-118.292062
2495,7.02,32.777999,-117.021511
2497,7.02,33.82774,-118.17482
2498,7.01,32.764971,-117.123145
2501,6.99,33.88151,-118.234451
2502,6.99,32.739496,-117.197401
2503,6.96,37.902226,-122.317378
2504,6.94,32.963199,-117.250309
2505,6.93,37.902944,-122.261795
2507,6.88,33.803431,-118.16977
2508,6.88,33.822725,-118.264109
2511,6.86,32.764998,-117.073641
2512,6.85,33.805401,-118.187701
2513,6.83,34.438773,-119.678841
2516,6.75,32.741501,-117.127948
2517,6.74,33.799904,-118.298661
2518,6.73,33.779284,-118.261723
2519,6.73,37.898189,-122.27913
2522,6.68,32.726237,-116.994318
2523,6.67,33.782259,-118.196793
2524,6.67,32.665762,-117.018657
2536,6.62,32.856347,-117.250058
2537,6.61,32.724223,-117.146587
2538,6.60,33.819814,-118.222416
2539,6.60,37.889704,-122.295531
2540,6.57,32.674984,-117.161726
2541,6.57,33.02325,-117.274923
2542,6.56,34.406428,-119.726888
2551,6.54,32.997248,-117.26058
2590,6.50,32.724103,-117.170912
2592,6.48,34.418979,-119.709166
2593,6.47,32.737827,-117.092673
2595,6.36,32.733168,-117.034176
2596,6.36,32.679888,-117.04889
2597,6.36,33.768334,-118.201636
2598,6.35,32.71622,-117.117057
2599,6.33,32.713608,-117.172089
2601,6.31,32.707756,-117.055095
2603,6.29,32.670646,-117.094668
2604,6.22,33.745762,-118.208042
2606,5.99,32.696716,-117.117881
2607,5.97,32.699234,-117.209642
2608,5.85,32.697543,-117.192775
